0	1	0	349
1	2	2	2
1	2	1	1
1	2	3	3
1	2	4	4
1	2	5	5
1	2	6	6
1	2	7	7
1	2	8	8
1	2	9	9
1	2	10	10
1	2	11	11
1	2	12	12
1	2	13	13
1	2	14	14
1	2	15	15
1	2	16	16
1	2	17	17
1	2	18	18
1	2	19	19
1	2	20	20
1	2	21	21
1	2	22	22
1	2	23	23
1	2	24	24
1	2	25	25
1	2	26	26
1	2	27	27
1	2	28	28
1	2	29	29
1	2	30	30
1	2	31	31
1	2	32	32
1	2	33	33
1	2	34	34
1	2	35	35
1	2	36	36
1	2	37	37
1	2	38	38
1	2	39	39
1	2	40	40
1	2	41	41
1	2	42	42
1	2	43	43
1	2	44	44
1	2	45	45
1	2	46	46
1	2	47	47
1	2	48	48
1	2	49	49
1	2	50	50
1	2	51	51
1	2	52	52
1	2	53	53
1	2	54	54
1	2	55	55
1	2	56	56
1	2	57	57
1	2	58	58
1	2	59	59
1	2	60	60
1	2	61	61
1	2	62	62
1	2	63	63
1	2	64	64
1	2	65	65
1	2	66	66
1	2	67	67
1	2	68	68
1	2	69	69
1	2	70	70
1	2	71	71
1	2	72	72
1	2	73	73
1	2	74	74
1	2	75	75
1	2	76	76
1	2	77	77
1	2	78	78
1	2	79	79
1	2	80	80
1	2	81	81
1	2	82	82
1	2	83	83
1	2	84	84
1	2	85	85
1	2	86	86
1	2	87	87
1	2	88	88
1	2	89	89
1	2	90	90
1	2	91	91
1	2	92	92
1	2	93	93
1	2	94	94
1	2	95	95
1	2	96	96
1	2	97	97
1	2	98	98
1	2	99	99
1	2	100	100
1	2	101	101
1	2	102	102
1	2	103	103
1	2	104	104
1	2	105	105
1	2	106	106
1	2	107	107
1	2	108	108
1	2	109	109
1	2	110	110
1	2	111	111
1	2	112	112
1	2	113	113
1	2	114	114
1	2	115	115
1	2	116	116
1	2	117	117
1	2	118	118
1	2	119	119
1	2	120	120
1	2	121	121
1	2	122	122
1	2	123	123
1	2	124	124
1	2	125	125
1	2	126	126
1	2	127	127
1	2	128	128
1	2	129	129
1	2	130	130
1	2	131	131
1	2	132	132
1	2	133	133
1	2	134	134
1	2	135	135
1	2	136	136
1	2	137	137
1	2	138	138
1	2	139	139
1	2	140	140
1	2	141	141
1	2	142	142
1	2	143	143
1	2	144	144
1	2	145	145
1	2	146	146
1	2	147	147
1	2	148	148
1	2	149	149
1	2	150	150
1	2	151	151
1	2	152	152
1	2	153	153
1	2	154	154
1	2	155	155
1	2	156	156
1	2	157	157
1	2	158	158
1	2	159	159
1	2	160	160
1	2	161	161
1	2	162	162
1	2	163	163
1	2	164	164
1	2	165	165
1	2	166	166
1	2	167	167
1	2	168	168
1	2	169	169
1	2	170	170
1	2	171	171
1	2	172	172
1	2	173	173
1	2	174	174
1	2	175	175
1	2	176	176
1	2	177	177
1	2	178	178
1	2	179	179
1	2	180	180
1	2	181	181
1	2	182	182
1	2	183	183
1	2	184	184
1	2	185	185
1	2	186	186
1	2	187	187
1	2	188	188
1	2	189	189
1	2	190	190
1	2	191	191
1	2	192	192
1	2	193	193
1	2	194	194
1	2	195	195
1	2	196	196
1	2	197	197
1	2	198	198
1	2	199	199
1	2	200	200
1	2	201	201
1	2	202	202
1	2	203	203
1	2	204	204
1	2	205	205
1	2	206	206
1	2	207	207
1	2	208	208
1	2	209	209
1	2	210	210
1	2	211	211
1	2	212	212
1	2	213	213
1	2	214	214
1	2	215	215
1	2	216	216
1	2	217	217
1	2	218	218
1	2	219	219
1	2	220	220
1	2	221	221
1	2	222	222
1	2	223	223
1	2	224	224
1	2	225	225
1	2	226	226
1	2	227	227
1	2	228	228
1	2	229	229
1	2	230	230
1	2	231	231
1	2	232	232
1	2	233	233
1	2	234	234
1	2	235	235
1	2	236	236
1	2	237	237
1	2	238	238
1	2	239	239
1	2	240	240
1	2	241	241
1	2	242	242
1	2	243	243
1	2	244	244
1	2	245	245
1	2	246	246
1	2	247	247
1	2	248	248
1	2	249	249
1	2	250	250
1	2	251	251
1	2	252	252
1	2	253	253
1	2	254	254
1	2	255	255
1	2	256	256
1	2	257	257
1	2	258	258
1	2	259	259
1	2	260	260
1	2	261	261
1	2	262	262
1	2	263	263
1	2	264	264
1	2	265	265
2	0	270	270
2	0	271	271
2	0	272	272
2	0	273	273
2	0	274	274
2	0	275	275
2	0	276	276
2	0	277	277
2	0	278	278
2	0	279	279
2	0	280	280
2	0	281	281
2	0	282	282
2	0	283	283
2	0	284	284
2	0	285	285
2	0	286	286
2	0	287	287
2	0	288	288
2	0	289	289
2	0	290	290
2	0	291	291
2	0	292	292
2	0	293	293
2	0	294	294
2	0	295	295
2	0	296	296
2	0	297	297
2	0	298	298
2	0	299	299
2	0	300	300
2	0	301	301
2	0	302	302
2	0	303	303
2	0	304	304
2	0	305	305
2	0	306	306
2	0	307	307
2	0	308	308
2	0	309	309
2	0	310	310
2	0	311	311
2	0	312	312
2	0	313	313
2	0	314	314
2	0	315	315
2	0	316	316
2	0	317	317
2	0	318	318
2	0	319	319
2	0	320	320
2	0	321	321
2	0	322	322
2	0	323	323
2	0	324	324
2	0	325	325
2	0	326	326
2	0	327	327
2	0	328	328
2	0	329	329
2	0	330	330
2	0	331	331
2	0	332	332
2	0	333	333
2	0	334	334
2	0	335	335
2	0	336	336
2	0	337	337
2	0	338	338
2	0	339	339
2	0	340	340
2	0	341	341
2	0	342	342
2	0	343	343
2	0	344	344
2	0	345	345
2	0	346	346
2	0	347	347
2	0	348	348
2	0	267	267
2	0	266	266
2	0	268	268
2	0	269	269
0
